CRATER_ID,CRATER_NAME,LATITUDE_CIRCLE_IMAGE,LONGITUDE_CIRCLE_IMAGE,DIAM_CIRCLE_IMAGE,DEPTH_RIMFLOOR_TOPOG,MORPHOLOGY_EJECTA_1,MORPHOLOGY_EJECTA_2,MORPHOLOGY_EJECTA_3,NUMBER_LAYERS
18-002084, ,-3.266,-51.019,2.92,0, , , ,0
18-002085, ,-23.635,-55.497,2.92,0, , , ,0
18-002086, ,-2.697,-53.486,2.92,0, , , ,0
18-002087, ,-21.953,-61.452,2.92,0, , , ,0
18-002088, ,-21.81,-56.967,2.92,0, , , ,0
18-002089, ,-11.089,-86.057,2.92,0, , , ,0
18-002090, ,-19.934,-60.322,2.92,0, , , ,0
18-002091, ,-25.85,-75.995,2.92,0, , , ,0
18-002092, ,-3.41,-45.655,2.92,0, , , ,0
18-002093, ,-11.283,-49.974,2.91,0, , , ,0
18-002094, ,-9.266,-48.526,2.91,0, , , ,0
18-002095, ,-5.131,-53.998,2.91,0, , , ,0
18-002096, ,-2.037,-47.671,2.91,0, , , ,0
18-002097, ,-2.341,-86.06,2.91,0, , , ,0
18-002098, ,-24.318,-51.349,2.91,0, , , ,0
18-002099, ,-18.755,-70.255,2.91,0, , , ,0
18-002100, ,-16.694,-59.868,2.9,0, , , ,0
18-002101, ,-1.85,-57.394,2.9,0, , , ,0
18-002102, ,-18.818,-45.678,2.9,0, , , ,0
18-002103, ,-2.436,-50.838,2.9,0, , , ,0
18-002104, ,-12.145,-52.972,2.9,0, , , ,0
18-002105, ,-12.845,-60.439,2.9,0, , , ,0
18-002106, ,-2.924,-71.199,2.9,0, , , ,0
18-002107, ,-2.916,-57.084,2.9,0, , , ,0
18-002108, ,-28.849,-89.56,2.9,0, , , ,0
18-002109, ,-11.42,-50.364,2.9,0, , , ,0
18-002110, ,-14.095,-74.493,2.9,0, , , ,0
18-002111, ,-5.156,-51.509,2.9,0, , , ,0
18-002112, ,-11.514,-69.686,2.9,0, , , ,0
18-002113, ,-1.05,-54.084,2.9,0, , , ,0
18-002114, ,-28.207,-67.987,2.89,0, , , ,0
18-002115, ,-.121,-49.04,2.89,0, , , ,0
18-002116, ,-6.627,-53.469,2.89,0, , , ,0
18-002117, ,-11.184,-61.991,2.89,0, , , ,0
18-002118, ,-1.905,-72.166,2.89,0, , , ,0
18-002119, ,-2.839,-47.21,2.89,0, , , ,0
18-002120, ,-24.946,-49.403,2.89,0, , , ,0
18-002121, ,-24.933,-72.771,2.89,0, , , ,0
18-002122, ,-29.441,-68.403,2.89,0, , , ,0
18-002123, ,-24.287,-71.136,2.88,0, , , ,0
18-002124, ,-20.078,-54.224,2.88,0, , , ,0
18-002125, ,-15.664,-81.65,2.88,0, , , ,0
18-002126, ,-2.311,-72.804,2.88,0, , , ,0
18-002127, ,-23.365,-55.52,2.88,0, , , ,0
18-002128, ,-1.822,-48.667,2.88,0, , , ,0
18-002129, ,-21.563,-71.481,2.88,0, , , ,0
18-002130, ,-.542,-55.557,2.88,0, , , ,0
18-002131, ,-3.494,-45.54,2.87,0, , , ,0
18-002132, ,-10.18,-65.109,2.87,0, , , ,0
18-002133, ,-5.778,-86.403,2.87,0, , , ,0
18-002134, ,-19.691,-78.102,2.87,0, , , ,0
18-002135, ,-19.355,-81.743,2.87,0, , , ,0
18-002136, ,-17.189,-70.012,2.87,0, , , ,0
18-002137, ,-12.505,-87.886,2.87,0, , , ,0
18-002138, ,-1.172,-73.691,2.87,0, , , ,0
18-002139, ,-11.724,-56.125,2.87,0, , , ,0
18-002140, ,-20.281,-60.521,2.86,0, , , ,0
18-002141, ,-23.466,-62.329,2.86,0, , , ,0
18-002142, ,-1.982,-47.963,2.86,0, , , ,0
18-002143, ,-22.113,-46.397,2.86,0, , , ,0
18-002144, ,-3.441,-55.193,2.86,0, , , ,0
18-002145, ,-22.1,-64.411,2.86,0, , , ,0
18-002146, ,-21.185,-87.115,2.86,0, , , ,0
18-002147, ,-10.69,-50.922,2.86,0, , , ,0
18-002148, ,-22.987,-46.727,2.86,0, , , ,0
18-002149, ,-2.474,-77.026,2.86,0, , , ,0
18-002150, ,-4.636,-51.004,2.86,0, , , ,0
18-002151, ,-18.678,-59.823,2.86,0, , , ,0
18-002152, ,-25.639,-76.997,2.85,0, , , ,0
18-002153, ,-5.069,-55.357,2.85,0, , , ,0
18-002154, ,-14.66,-66.415,2.85,0, , , ,0
18-002155, ,-1.722,-66.176,2.85,0, , , ,0
18-002156, ,-27.26,-66.998,2.85,0, , , ,0
18-002157, ,-5.153,-53.257,2.85,0, , , ,0
18-002158, ,-2.258,-54.104,2.85,0, , , ,0
18-002159, ,-2.189,-51.954,2.85,0, , , ,0
18-002160, ,-.066,-64.507,2.85,0, , , ,0
18-002161, ,-19.894,-63.237,2.85,0, , , ,0
18-002162, ,-20.977,-61.307,2.85,0, , , ,0
18-002163, ,-14.04,-81.978,2.85,0, , , ,0
18-002164, ,-18.456,-73.671,2.85,0, , , ,0
18-002165, ,-6.052,-84.602,2.85,0, , , ,0
18-002166, ,-10.775,-78.238,2.84,0, , , ,0
18-002167, ,-1.604,-58.215,2.84,0, , , ,0
18-002168, ,-27.401,-48.704,2.84,0, , , ,0
18-002169, ,-12.104,-54.896,2.84,0, , , ,0
18-002170, ,-2.043,-72.414,2.84,0, , , ,0
18-002171, ,-16.399,-86.478,2.84,0, , , ,0
18-002172, ,-12.106,-52.598,2.84,0, , , ,0
18-002173, ,-29.379,-49.129,2.84,0, , , ,0
18-002174, ,-28.423,-46.138,2.84,0, , , ,0
18-002175, ,-1.719,-48.356,2.84,0, , , ,0
18-002176, ,-26.026,-68.869,2.84,0, , , ,0
18-002177, ,-28.899,-52.652,2.84,0, , , ,0
18-002178, ,-11.039,-62.474,2.84,0, , , ,0
18-002179, ,-4.584,-79.484,2.84,0, , , ,0
18-002180, ,-2.584,-50.954,2.84,0, , , ,0
18-002181, ,-23.334,-53.669,2.84,0, , , ,0
18-002182, ,-2.491,-54.857,2.83,0, , , ,0
18-002183, ,-15.15,-76.199,2.83,0, , , ,0
18-002184, ,-7.416,-89.678,2.83,0, , , ,0
18-002185, ,-21.034,-51.093,2.83,0, , , ,0
18-002186, ,-4.748,-49.262,2.83,0, , , ,0
18-002187, ,-22.948,-68.648,2.83,0, , , ,0
18-002188, ,-22.501,-87.89,2.83,0, , , ,0
18-002189, ,-25.756,-64.687,2.83,0, , , ,0
18-002190, ,-1.505,-50.808,2.83,0, , , ,0
18-002191, ,-1.38,-53.368,2.83,0, , , ,0
18-002192, ,-4.436,-51.278,2.83,0, , , ,0
18-002193, ,-27.108,-51.977,2.83,0, , , ,0
18-002194, ,-8.744,-59.323,2.83,0, , , ,0
18-002195, ,-5.761,-82.532,2.83,0, , , ,0
18-002196, ,-1.872,-66.78,2.83,0, , , ,0
18-002197, ,-29.436,-62.764,2.82,0, , , ,0
18-002198, ,-24.502,-75.44,2.82,0, , , ,0
18-002199, ,-2.774,-54.198,2.82,0, , , ,0
18-002200, ,-21.296,-60.374,2.82,0, , , ,0
18-002201, ,-13.342,-88.926,2.82,0, , , ,0
18-002202, ,-4.324,-71.446,2.82,0, , , ,0
18-002203, ,-27.996,-52.37,2.82,0, , , ,0
18-002204, ,-2.41,-53.992,2.82,0, , , ,0
18-002205, ,-1.951,-54.67,2.82,0, , , ,0
18-002206, ,-29.325,-49.493,2.82,0, , , ,0
18-002207, ,-5.292,-65.531,2.81,0, , , ,0
18-002208, ,-2.705,-47.669,2.81,0, , , ,0
18-002209, ,-16.623,-68.289,2.81,0, , , ,0
18-002210, ,-4.718,-49.219,2.81,0, , , ,0
18-002211, ,-11.588,-52.044,2.81,0, , , ,0
18-002212, ,-9.954,-46.88,2.81,0, , , ,0
18-002213, ,-2.284,-54.068,2.81,0, , , ,0
18-002214, ,-29.92,-70.727,2.81,0, , , ,0
18-002215, ,-28.864,-59.372,2.81,0, , , ,0
18-002216, ,-17.226,-70.545,2.81,0, , , ,0
18-002217, ,-11.691,-53.157,2.81,0, , , ,0
18-002218, ,-.102,-47.369,2.81,0, , , ,0
18-002219, ,-21.329,-68.399,2.8,0, , , ,0
18-002220, ,-21.668,-53.719,2.8,0, , , ,0
18-002221, ,-13.013,-85.476,2.8,0, , , ,0
18-002222, ,-4.981,-53.594,2.8,0, , , ,0
18-002223, ,-29.282,-61.912,2.8,0, , , ,0
18-002224, ,-1.844,-53.601,2.8,0, , , ,0
18-002225, ,-19.724,-52.057,2.8,0, , , ,0
18-002226, ,-2.671,-69.572,2.8,0, , , ,0
18-002227, ,-18.261,-61.2,2.8,0, , , ,0
18-002228, ,-3.734,-70.617,2.8,0, , , ,0
18-002229, ,-15.511,-51.281,2.8,0, , , ,0
18-002230, ,-10.422,-55.058,2.79,0, , , ,0
18-002231, ,-1.506,-51.194,2.79,0, , , ,0
18-002232, ,-3.577,-83.649,2.79,0, , , ,0
18-002233, ,-18.324,-79.008,2.79,0, , , ,0
18-002234, ,-4.561,-53.695,2.79,0, , , ,0
18-002235, ,-11.608,-60.498,2.79,0, , , ,0
18-002236, ,-11.713,-84.551,2.79,0, , , ,0
18-002237, ,-16.272,-78.278,2.78,0, , , ,0
18-002238, ,-28.468,-68.459,2.78,0, , , ,0
18-002239, ,-20.042,-60.618,2.78,0, , , ,0
18-002240, ,-27.918,-87.416,2.78,0, , , ,0
18-002241, ,-2.851,-49.321,2.78,0, , , ,0
18-002242, ,-18.627,-55.666,2.78,0, , , ,0
18-002243, ,-24.041,-58.75,2.78,0, , , ,0
18-002244, ,-13.632,-58.614,2.78,0, , , ,0
18-002245, ,-4.142,-46.111,2.78,0, , , ,0
18-002246, ,-17.796,-52.696,2.77,0, , , ,0
18-002247, ,-18.996,-58.024,2.77,0, , , ,0
18-002248, ,-28.127,-48.884,2.77,0, , , ,0
18-002249, ,-21.834,-54.96,2.77,0, , , ,0
18-002250, ,-17.536,-52.382,2.77,0, , , ,0
18-002251, ,-18.73,-49.835,2.77,0, , , ,0
18-002252, ,-17.608,-55.782,2.77,0, , , ,0
18-002253, ,-4.097,-82.191,2.77,0, , , ,0
18-002254, ,-3.079,-84.727,2.77,0, , , ,0
18-002255, ,-14.696,-83.104,2.76,0, , , ,0
18-002256, ,-17.052,-78.989,2.76,0, , , ,0
18-002257, ,-1.797,-72.758,2.76,0, , , ,0
18-002258, ,-29.886,-77.699,2.76,0, , , ,0
18-002259, ,-27.022,-47.913,2.76,0, , , ,0
18-002260, ,-24.853,-60.619,2.76,0, , , ,0
18-002261, ,-3.239,-49.738,2.76,0, , , ,0
18-002262, ,-27.367,-73.141,2.76,0, , , ,0
18-002263, ,-2.127,-53.747,2.76,0, , , ,0
18-002264, ,-11.36,-61.659,2.76,0, , , ,0
18-002265, ,-13.878,-57.89,2.76,0, , , ,0
18-002266, ,-12.762,-75.798,2.76,0, , , ,0
18-002267, ,-26.75,-58.435,2.76,0, , , ,0
18-002268, ,-25.766,-60.244,2.76,0, , , ,0
18-002269, ,-5.762,-54.023,2.76,0, , , ,0
18-002270, ,-2.993,-53.681,2.75,0, , , ,0
18-002271, ,-12.311,-80.007,2.75,0, , , ,0
18-002272, ,-28.03,-52.552,2.75,0, , , ,0
18-002273, ,-2.375,-50.906,2.75,0, , , ,0
18-002274, ,-2.28,-55.277,2.75,0, , , ,0
18-002275, ,-14.967,-61.04,2.75,0, , , ,0
18-002276, ,-28.133,-48.404,2.75,0, , , ,0
18-002277, ,-25.787,-47.923,2.75,0, , , ,0
18-002278, ,-28.253,-56.587,2.74,0, , , ,0
18-002279, ,-23.61,-50.275,2.74,0, , , ,0
18-002280, ,-6.768,-54.892,2.74,0, , , ,0
18-002281, ,-26.492,-75.86,2.74,0, , , ,0
18-002282, ,-5.924,-45.48,2.74,0, , , ,0
18-002283, ,-6.481,-64.026,2.74,0, , , ,0
18-002284, ,-3.143,-83.75,2.74,0, , , ,0
18-002285, ,-28.228,-52.751,2.74,0, , , ,0
18-002286, ,-29.461,-51.777,2.73,0, , , ,0
18-002287, ,-3.072,-49.227,2.73,0, , , ,0
18-002288, ,-10.291,-52.716,2.73,0, , , ,0
18-002289, ,-2.016,-47.675,2.73,0, , , ,0
18-002290, ,-22.759,-61.711,2.73,0, , , ,0
18-002291, ,-5.5,-72.624,2.73,0, , , ,0
18-002292, ,-2.862,-45.211,2.73,0, , , ,0
18-002293, ,-11.863,-65.109,2.73,0, , , ,0
18-002294, ,-6.18,-46.416,2.73,0, , , ,0
18-002295, ,-27.285,-62.786,2.73,0, , , ,0
18-002296, ,-19.008,-49.798,2.73,0, , , ,0
18-002297, ,-5.729,-54.681,2.73,0, , , ,0
18-002298, ,-9.596,-47.445,2.73,0, , , ,0
18-002299, ,-1.42,-54.101,2.73,0, , , ,0
18-002300, ,-19.236,-61.662,2.73,0, , , ,0
18-002301, ,-14.711,-83.119,2.73,0, , , ,0
18-002302, ,-28.923,-60.586,2.73,0, , , ,0
18-002303, ,-2.925,-52.557,2.72,0, , , ,0
18-002304, ,-28.51,-48.588,2.72,0, , , ,0
18-002305, ,-22.03,-89.308,2.72,0, , , ,0
18-002306, ,-1.707,-45.255,2.72,0, , , ,0
18-002307, ,-25.933,-48.822,2.72,0, , , ,0
18-002308, ,-1.614,-48.039,2.72,0, , , ,0
18-002309, ,-2.834,-49.282,2.72,0, , , ,0
18-002310, ,-2.666,-70.845,2.72,0, , , ,0
18-002311, ,-3.969,-48.53,2.72,0, , , ,0
18-002312, ,-18.565,-89.868,2.72,0, , , ,0
18-002313, ,-18.91,-69.505,2.72,0, , , ,0
18-002314, ,-7.34,-60.892,2.72,0, , , ,0
18-002315, ,-19.404,-82.242,2.72,0, , , ,0
18-002316, ,-2.392,-54.347,2.72,0, , , ,0
18-002317, ,-23.803,-48.627,2.72,0, , , ,0
18-002318, ,-5.158,-82.914,2.71,0, , , ,0
18-002319, ,-2.713,-49.1,2.71,0, , , ,0
18-002320, ,-1.557,-80.744,2.71,0, , , ,0
18-002321, ,-3.674,-53.734,2.71,0, , , ,0
18-002322, ,-21.395,-49.346,2.71,0, , , ,0
18-002323, ,-1.711,-64.124,2.71,0, , , ,0
18-002324, ,-2.865,-53.883,2.71,0, , , ,0
18-002325, ,-17.731,-70.742,2.71,0, , , ,0
18-002326, ,-1.66,-51.82,2.71,0, , , ,0
18-002327, ,-11.495,-58.563,2.71,0, , , ,0
18-002328, ,-11.455,-59.816,2.7,0, , , ,0
18-002329, ,-23.295,-50.569,2.7,0, , , ,0
18-002330, ,-.388,-57.612,2.7,0, , , ,0
18-002331, ,-2.416,-79.843,2.7,0, , , ,0
18-002332, ,-7.87,-55.496,2.7,0, , , ,0
18-002333, ,-3.878,-64.518,2.7,0, , , ,0
18-002334, ,-17.34,-83.682,2.7,0, , , ,0
18-002335, ,-26.26,-47.857,2.7,0, , , ,0
18-002336, ,-11.733,-55.309,2.7,0, , , ,0
18-002337, ,-1.88,-51.257,2.7,0, , , ,0
18-002338, ,-24.684,-60.866,2.7,0, , , ,0
18-002339, ,-24.546,-51.75,2.7,0, , , ,0
18-002340, ,-12.177,-77.651,2.7,0, , , ,0
18-002341, ,-19.3,-57.876,2.7,0, , , ,0
18-002342, ,-1.493,-52.791,2.7,0, , , ,0
18-002343, ,-8.088,-56.54,2.7,0, , , ,0
18-002344, ,-3.845,-47.599,2.7,0, , , ,0
18-002345, ,-15.008,-82.91,2.69,0, , , ,0
18-002346, ,-28.407,-62.401,2.69,0, , , ,0
18-002347, ,-26.742,-82.364,2.69,0, , , ,0
18-002348, ,-.038,-48.768,2.69,0, , , ,0
18-002349, ,-4.382,-46.352,2.69,0, , , ,0
18-002350, ,-1.81,-81.213,2.69,0, , , ,0
18-002351, ,-17.888,-62.072,2.69,0, , , ,0
18-002352, ,-11.548,-53.807,2.69,0, , , ,0
18-002353, ,-13.806,-89.663,2.69,0, , , ,0
18-002354, ,-22.151,-50.008,2.68,0, , , ,0
18-002355, ,-1.798,-51.799,2.68,0, , , ,0
18-002356, ,-22.35,-70.135,2.68,0, , , ,0
18-002357, ,-11.865,-88.767,2.68,0, , , ,0
18-002358, ,-8.767,-88.179,2.68,0, , , ,0
18-002359, ,-15.813,-73.415,2.68,0, , , ,0
18-002360, ,-11.308,-75.504,2.68,0, , , ,0
18-002361, ,-23.429,-68.483,2.68,0, , , ,0
18-002362, ,-3.964,-48.883,2.68,0, , , ,0
18-002363, ,-1.674,-54.856,2.68,0, , , ,0
18-002364, ,-17.356,-71.538,2.68,0, , , ,0
18-002365, ,-3.106,-49.481,2.68,0, , , ,0
18-002366, ,-22.957,-46.868,2.68,0, , , ,0
18-002367, ,-2.859,-64.016,2.68,0, , , ,0
18-002368, ,-14.292,-76.774,2.68,0, , , ,0
18-002369, ,-6.214,-55.603,2.68,0, , , ,0
18-002370, ,-21.072,-45.389,2.68,0, , , ,0
18-002371, ,-3.181,-67.594,2.68,0, , , ,0
18-002372, ,-27.89,-52.085,2.68,0, , , ,0
18-002373, ,-2.314,-53.908,2.68,0, , , ,0
18-002374, ,-21.259,-67.053,2.68,0, , , ,0
18-002375, ,-26.21,-81.516,2.67,0, , , ,0
18-002376, ,-29.817,-59.912,2.67,0, , , ,0
18-002377, ,-3.22,-49.572,2.67,0, , , ,0
18-002378, ,-10.339,-49.566,2.67,0, , , ,0
18-002379, ,-10.494,-58.307,2.67,0, , , ,0
18-002380, ,-22.888,-66.471,2.67,0, , , ,0
18-002381, ,-13.79,-51.553,2.67,0, , , ,0
18-002382, ,-26.287,-77.592,2.67,0, , , ,0
18-002383, ,-16.503,-52.711,2.67,0, , , ,0
18-002384, ,-28.793,-69.276,2.67,0, , , ,0
18-002385, ,-14.748,-79.437,2.67,0, , , ,0
18-002386, ,-4.477,-51.219,2.67,0, , , ,0
18-002387, ,-1.629,-53.632,2.67,0, , , ,0
18-002388, ,-20.093,-70.358,2.67,0, , , ,0
18-002389, ,-19.851,-68.43,2.67,0, , , ,0
18-002390, ,-28.787,-84.961,2.67,0, , , ,0
18-002391, ,-25.925,-74.88,2.66,0, , , ,0
18-002392, ,-23.441,-64.25,2.66,0, , , ,0
18-002393, ,-5.092,-49.075,2.66,0, , , ,0
18-002394, ,-29.625,-74.744,2.66,0, , , ,0
18-002395, ,-3.251,-87.287,2.66,0, , , ,0
18-002396, ,-.928,-58.499,2.66,0, , , ,0
18-002397, ,-9.738,-65.414,2.66,0, , , ,0
18-002398, ,-5.022,-78.239,2.66,0, , , ,0
18-002399, ,-10.765,-47.134,2.66,0, , , ,0
18-002400, ,-2.648,-50.617,2.66,0, , , ,0
18-002401, ,-16.186,-59.598,2.66,0, , , ,0
18-002402, ,-14.291,-70.422,2.66,0, , , ,0
18-002403, ,-3.991,-75.813,2.66,0, , , ,0
18-002404, ,-4.086,-57.447,2.65,0, , , ,0
18-002405, ,-7.001,-54.984,2.65,0, , , ,0
18-002406, ,-2.02,-54.422,2.65,0, , , ,0
18-002407, ,-13.85,-73.53,2.65,0, , , ,0
18-002408, ,-14.959,-63.615,2.65,0, , , ,0
18-002409, ,-19.838,-87.736,2.65,0, , , ,0
18-002410, ,-6.386,-62.339,2.65,0, , , ,0
18-002411, ,-13.403,-86.536,2.65,0, , , ,0
18-002412, ,-21.819,-49.121,2.65,0, , , ,0
18-002413, ,-29.076,-63.852,2.65,0, , , ,0
18-002414, ,-2.528,-56.53,2.65,0, , , ,0
18-002415, ,-20.548,-50.611,2.65,0, , , ,0
18-002416, ,-23.767,-72.243,2.65,0, , , ,0
18-002417, ,-.777,-51.161,2.65,0, , , ,0
18-002418, ,-23.541,-55.358,2.65,0, , , ,0
18-002419, ,-6.463,-46.122,2.64,0, , , ,0
18-002420, ,-29.841,-50.656,2.64,0, , , ,0
18-002421, ,-28.71,-64.727,2.64,0, , , ,0
18-002422, ,-16.266,-58.165,2.64,0, , , ,0
18-002423, ,-6.855,-63.622,2.64,0, , , ,0
18-002424, ,-10.498,-47.748,2.64,0, , , ,0
18-002425, ,-27.091,-84.006,2.64,0, , , ,0
18-002426, ,-24.025,-58.319,2.64,0, , , ,0
18-002427, ,-27.19,-63.572,2.64,0, , , ,0
18-002428, ,-22.207,-68.995,2.64,0, , , ,0
18-002429, ,-24.566,-64.366,2.64,0, , , ,0
18-002430, ,-17.078,-53.327,2.64,0, , , ,0
18-002431, ,-18.667,-53.282,2.64,0, , , ,0
18-002432, ,-20.713,-58.248,2.63,0, , , ,0
18-002433, ,-9.713,-87.62,2.63,0, , , ,0
18-002434, ,-15.006,-79.274,2.63,0, , , ,0
18-002435, ,-10.709,-87.841,2.63,0, , , ,0
18-002436, ,-20.494,-48.907,2.63,0, , , ,0
18-002437, ,-8.185,-88.895,2.63,0, , , ,0
18-002438, ,-27.969,-75.326,2.63,0, , , ,0
18-002439, ,-.542,-58.214,2.63,0, , , ,0
18-002440, ,-5.494,-53.999,2.63,0, , , ,0
18-002441, ,-16.805,-52.981,2.63,0, , , ,0
18-002442, ,-10.576,-87.185,2.63,0, , , ,0
18-002443, ,-14.298,-57.992,2.63,0, , , ,0
18-002444, ,-22.919,-68.988,2.63,0, , , ,0
18-002445, ,-3.867,-67.63,2.63,0, , , ,0
18-002446, ,-7.663,-59.744,2.63,0, , , ,0
18-002447, ,-21.366,-74.48,2.63,0, , , ,0
18-002448, ,-24.143,-68.833,2.63,0, , , ,0
18-002449, ,-28.065,-80.652,2.63,0, , , ,0
18-002450, ,-18.038,-54.57,2.63,0, , , ,0
18-002451, ,-.615,-54.107,2.63,0, , , ,0
18-002452, ,-4.5,-49.546,2.63,0, , , ,0
18-002453, ,-4.468,-83.539,2.63,0, , , ,0
18-002454, ,-27.833,-57.229,2.63,0, , , ,0
18-002455, ,-16.156,-55.864,2.63,0, , , ,0
18-002456, ,-19.969,-70.235,2.63,0, , , ,0
18-002457, ,-21.486,-68.295,2.63,0, , , ,0
18-002458, ,-23.85,-63.48,2.62,0, , , ,0
18-002459, ,-4.091,-80.148,2.62,0, , , ,0
18-002460, ,-19.375,-48.706,2.62,0, , , ,0
18-002461, ,-10.498,-83.445,2.62,0, , , ,0
18-002462, ,-.907,-56.84,2.62,0, , , ,0
18-002463, ,-17.908,-85.95,2.62,0, , , ,0
18-002464, ,-4.632,-51.045,2.62,0, , , ,0
18-002465, ,-26.288,-46.854,2.62,0, , , ,0
18-002466, ,-20.927,-56.754,2.62,0, , , ,0
18-002467, ,-5.014,-45.797,2.62,0, , , ,0
18-002468, ,-2.438,-53.719,2.62,0, , , ,0
18-002469, ,-2.293,-53.414,2.62,0, , , ,0
18-002470, ,-2.06,-54.285,2.62,0, , , ,0
18-002471, ,-2.211,-73.099,2.61,0, , , ,0
18-002472, ,-.375,-82.885,2.61,0, , , ,0
18-002473, ,-29.057,-76.672,2.61,0, , , ,0
18-002474, ,-28.661,-70.672,2.61,0, , , ,0
18-002475, ,-26.724,-75.11,2.61,0, , , ,0
18-002476, ,-25.604,-61.091,2.61,0, , , ,0
18-002477, ,-8.505,-78.501,2.61,0, , , ,0
18-002478, ,-.704,-48.555,2.61,0, , , ,0
18-002479, ,-2.391,-63.139,2.61,0, , , ,0
18-002480, ,-21.896,-54.508,2.61,0, , , ,0
18-002481, ,-1.259,-52.933,2.61,0, , , ,0
18-002482, ,-29.274,-86.693,2.61,0, , , ,0
18-002483, ,-23.189,-68.614,2.61,0, , , ,0
18-002484, ,-9.567,-85.411,2.61,0, , , ,0
18-002485, ,-7.06,-53.203,2.61,0, , , ,0
18-002486, ,-26.941,-58.363,2.6,0, , , ,0
18-002487, ,-1.052,-51.658,2.6,0, , , ,0
18-002488, ,-11.112,-86.125,2.6,0, , , ,0
18-002489, ,-3.698,-45.94,2.6,0, , , ,0
18-002490, ,-15.381,-62.504,2.6,0, , , ,0
18-002491, ,-.055,-58.289,2.6,0, , , ,0
18-002492, ,-3.949,-75.824,2.6,0, , , ,0
18-002493, ,-2.175,-48.726,2.6,0, , , ,0
18-002494, ,-6.203,-64.04,2.6,0, , , ,0
18-002495, ,-25.041,-60.892,2.6,0, , , ,0
18-002496, ,-10.345,-87.151,2.6,0, , , ,0
18-002497, ,-7.184,-75.844,2.6,0, , , ,0
18-002498, ,-7.924,-85.862,2.6,0, , , ,0
18-002499, ,-18.375,-49.118,2.6,0, , , ,0
18-002500, ,-29.201,-46.234,2.6,0, , , ,0
18-002501, ,-10.916,-46.038,2.6,0, , , ,0
18-002502, ,-8.003,-63.95,2.6,0, , , ,0
18-002503, ,-18.913,-60.672,2.6,0, , , ,0
18-002504, ,-22.85,-63.871,2.6,0, , , ,0
18-002505, ,-24.596,-46.376,2.6,0, , , ,0
18-002506, ,-1.644,-63.204,2.6,0, , , ,0
18-002507, ,-4.44,-46.171,2.59,0, , , ,0
18-002508, ,-1.589,-60.184,2.59,0, , , ,0
18-002509, ,-17.556,-71.153,2.59,0, , , ,0
18-002510, ,-5.643,-50.24,2.59,0, , , ,0
18-002511, ,-2.336,-53.886,2.59,0, , , ,0
18-002512, ,-11.402,-79.288,2.59,0, , , ,0
18-002513, ,-10.869,-64.32,2.59,0, , , ,0
18-002514, ,-29.792,-54.481,2.59,0, , , ,0
18-002515, ,-5.165,-49.549,2.59,0, , , ,0
18-002516, ,-21.523,-76.255,2.59,0, , , ,0
18-002517, ,-26.312,-63.526,2.59,0, , , ,0
18-002518, ,-2.807,-50.383,2.58,0, , , ,0
18-002519, ,-20.946,-54.231,2.58,0, , , ,0
18-002520, ,-10.323,-56.939,2.58,0, , , ,0
18-002521, ,-2.08,-55.599,2.58,0, , , ,0
18-002522, ,-4.714,-51.837,2.58,0, , , ,0
18-002523, ,-1.532,-47.856,2.58,0, , , ,0
18-002524, ,-24.803,-56.314,2.58,0, , , ,0
18-002525, ,-2.556,-50.173,2.58,0, , , ,0
18-002526, ,-2.816,-50.436,2.58,0, , , ,0
18-002527, ,-15.811,-77.849,2.58,0, , , ,0
18-002528, ,-.947,-54.936,2.58,0, , , ,0
18-002529, ,-28.753,-48.57,2.58,0, , , ,0
18-002530, ,-2.691,-53.399,2.58,0, , , ,0
18-002531, ,-25.47,-64.295,2.58,0, , , ,0
18-002532, ,-25.008,-58.93,2.58,0, , , ,0
18-002533, ,-1.455,-63.423,2.58,0, , , ,0
18-002534, ,-24.016,-71.933,2.58,0, , , ,0
18-002535, ,-27.555,-62.86,2.58,0, , , ,0
18-002536, ,-5.831,-63.545,2.58,0, , , ,0
18-002537, ,-26.262,-84.587,2.58,0, , , ,0
18-002538, ,-23.192,-82.433,2.57,0, , , ,0
18-002539, ,-19.613,-55.915,2.57,0, , , ,0
18-002540, ,-7.898,-55.547,2.57,0, , , ,0
18-002541, ,-2.88,-53.68,2.57,0, , , ,0
18-002542, ,-11.02,-80.397,2.57,0, , , ,0
18-002543, ,-5.956,-67.201,2.57,0, , , ,0
18-002544, ,-17.17,-59.815,2.57,0, , , ,0
18-002545, ,-9.094,-56.388,2.57,0, , , ,0
18-002546, ,-3.372,-86.5,2.57,0, , , ,0
18-002547, ,-5.504,-53.688,2.57,0, , , ,0
18-002548, ,-17.926,-55.678,2.56,0, , , ,0
18-002549, ,-29.573,-87.646,2.56,0, , , ,0
18-002550, ,-.746,-49.046,2.56,0, , , ,0
18-002551, ,-25.582,-48.037,2.56,0, , , ,0
18-002552, ,-1.962,-49.84,2.56,0, , , ,0
18-002553, ,-1.556,-51.57,2.56,0, , , ,0
18-002554, ,-19.748,-85.08,2.56,0, , , ,0
18-002555, ,-1.72,-53.411,2.56,0, , , ,0
18-002556, ,-18.366,-67.035,2.56,0, , , ,0
18-002557, ,-6.596,-51.653,2.56,0, , , ,0
18-002558, ,-1.601,-50.668,2.56,0, , , ,0
18-002559, ,-11.368,-76.197,2.55,0, , , ,0
18-002560, ,-13.279,-86.417,2.55,0, , , ,0
